depth,tropismN,tropismS,rRLD,An,CV,prld_stand,prld_highr,prld_cont,vrld_sl,vrld_2sc,vrld_4sc,vrld_sc_ir,vrld_sc_ip,prvd_stand,prvd_highr,prvd_cont,vrvd_sl,vrvd_2sc,vrvd_4sc,prcd_stand,prcd_highr,prcd_cont
-80.0,1.0,0.025,0.4104935567458845,0.4524065738864545,0.5558168747617852,0.27865301723104563,0.24009484750779544,0.2597418553043267,0.5578750150855892,0.6788806737756841,0.6136919562977355,0.3395302965684812,0.8878536160269905,0.0014675324010685754,0.0010811446073137295,0.0012083430150249532,0.0027881974909744326,0.003400270631747656,0.0031066832140801822,0.0014675324010685754,0.012440476190476191,1.3273809523809526
-120.0,1.0,0.025,0.011996191993450294,0.5041223696640214,0.6888214329921123,0.015206170612622624,0.021838886071310536,0.013285963946882235,0.016303241985984724,0.04466846191045811,0.03386013916823277,0.003710735816011487,0.06400954252045403,4.299443449726341e-05,9.928416379936973e-05,6.976451586148118e-05,8.972622155133563e-05,0.0002400650613468932,0.00017508666274155716,4.299443449726341e-05,0.001130952380952381,0.06904761904761905
-10.0,1.0,0.025,3.202474013956969,0.24405740871945902,0.09634067792799962,3.5280784431233827,3.5313161295586397,3.644321989891257,4.331220544748784,3.7014053678555747,3.7633378219991935,3.535910327594094,3.99076531640428,0.016741604919078983,0.016576732482514945,0.017235273335150042,0.020232444744596016,0.017252913698194643,0.017509888773092744,0.016741604919078983,0.18297619047619046,18.672619047619047
-20.0,1.0,0.025,2.0189221993019126,0.31334366365047095,0.17028838479021877,2.087657553389408,2.0040907141843496,2.104678063587208,2.7305131188437923,2.6252106519696494,2.591711004591915,2.5047879164357147,2.6786340927481174,0.009507295063827234,0.009070687378714798,0.009441371652232813,0.012924676719040401,0.012578583791249933,0.012278701164486832,0.009507295063827234,0.10160714285714287,10.689285714285715
-40.0,1.0,0.025,1.2718038157787772,0.3628298817666526,0.2994936493294631,0.8507184982947311,0.8117498520029649,0.8690988497446728,1.7200647973360739,1.7830902573445033,2.045126779531484,1.943109169007856,2.147144390055118,0.0036657642040704083,0.003494395086509031,0.0036883591129398983,0.008201524682326778,0.008500914475574767,0.009756237278483673,0.0036657642040704083,0.04208333333333334,4.4833333333333325
-60.0,1.0,0.025,0.8232530478138261,0.4041885349966045,0.48701285423205987,0.4644248421908211,0.34752749097459396,0.4037343318908649,1.1134174699555293,1.2987870097146539,1.2962880528312657,1.1490615488270313,1.4435145568355006,0.0019992497332319637,0.0014266850145695097,0.0017017563198380862,0.005401987662203898,0.006303197338219979,0.006234615185664198,0.0019992497332319637,0.018214285714285718,2.098809523809524
-80.0,1.0,0.025,0.410600102878061,0.4517535045330363,0.5515070900349704,0.16451503859911082,0.2186194070318841,0.23864266080954527,0.5553205407790447,0.49296937937602514,0.5182443671844981,0.3731300759722948,0.663358658396702,0.0006952237295743708,0.0009992342746848037,0.001107565181997852,0.0027762763020073244,0.002424442335517661,0.002581701758848022,0.0006952237295743708,0.011279761904761904,1.2571428571428571
-120.0,1.0,0.025,0.011278456893153996,0.5040551278756016,0.6200376940424831,0.018621561490065126,0.023156874793658456,0.02090681620223899,0.015253670754484538,0.0023844726171197736,0.006596236864743147,0.0,0.013192473729486294,9.580537468719541e-05,0.00011080979707299328,0.00012024378669578205,8.461096408787293e-05,6.741937490966556e-06,3.231880174528697e-05,9.580537468719541e-05,0.0010416666666666669,0.10833333333333334
-10.0,1.0,0.025,3.1914986889028083,0.24563055659332242,0.0854458446592368,3.450642238015488,3.52850557054188,3.5296439283726926,4.315242148373296,4.247783797568618,4.0652578351167055,3.6862907263824924,4.444224943850898,0.015741569088406772,0.016318586873845346,0.016297358188486852,0.020144483505831798,0.019853406254543262,0.01899061970430305,0.015741569088406772,0.1831547619047619,18.16190476190476
-20.0,1.0,0.025,1.9943320181039483,0.3157392762890926,0.15512149515161583,2.0379648724487964,2.038756226138264,2.011053742139217,2.6965468017570022,2.914588028872929,2.7382587145457755,2.448383595613599,3.0281338334779537,0.009298056921706984,0.009280735341435585,0.009130496062924699,0.012753999737900873,0.013821153139143406,0.012959886554597204,0.009298056921706984,0.10511904761904763,10.160714285714285
-40.0,1.0,0.025,1.2846989072876447,0.36195435164139306,0.2828558989552743,0.9319556416528698,0.8640551102608762,0.8981093881400266,1.737048143548709,2.147631323486774,1.9514962687732853,1.8256590692917687,2.077333468254795,0.00413222516310159,0.0036896422301290733,0.003904804875638547,0.008287264777964778,0.01013132072176755,0.009225905198092315,0.00413222516310159,0.045089285714285714,4.66547619047619
-60.0,1.0,0.025,0.8304892738812171,0.40284780704793255,0.4953788194126746,0.42407629318127915,0.4194369185148738,0.4762339975063489,1.1229089113792519,1.1496606129813078,1.2464068390137744,1.2540159552767902,1.2387977227507614,0.0017645473351977185,0.0018014522613976583,0.0020931280095266604,0.005445396171544926,0.005587982298619667,0.006090812138311323,0.0017645473351977185,0.021547619047619045,2.466666666666667
-80.0,1.0,0.025,0.4160361496919077,0.4512359275734593,0.5338906494177776,0.2686748919633601,0.19754252866716995,0.25001408898634037,0.562524664240003,0.5364387573337411,0.6369829513050239,0.6745862721927437,0.5993796304173041,0.001218973605154576,0.0008423740707862694,0.001152226077660898,0.0028130502796274853,0.002660487958943279,0.0032083271766282463,0.001218973605154576,0.010238095238095237,1.3107142857142857
